PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Has_Cabin
292,True,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,C,1
293,False,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,C,1
294,False,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,S,0
295,False,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,S,0
296,False,1,"Lewy, Mr. Ervin G",male,40.0,0,0,PC 17612,27.7208,C,0
297,False,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,C,0
298,False,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,S,1
299,True,1,"Saalfeld, Mr. Adolphe",male,38.0,0,0,19988,30.5,S,1
300,True,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,C,1
301,True,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,21.0,0,0,9234,7.75,Q,0
302,True,3,"McCoy, Mr. Bernard",male,25.0,2,0,367226,23.25,Q,0
303,False,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,S,0
304,True,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,Q,1
305,False,3,"Williams, Mr. Howard Hugh ""Harry""",male,25.0,0,0,A/5 2466,8.05,S,0
306,True,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,S,1
307,True,1,"Fleming, Miss. Margaret",female,36.0,0,0,17421,110.8833,C,0
308,True,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C,1
309,False,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,C,0
310,True,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,C,1
311,True,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C,1
312,True,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,C,1
313,False,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,S,0
314,False,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,S,0
315,False,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,S,0
316,True,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,S,0
317,True,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,S,0
318,False,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,S,0
319,True,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,S,1
320,True,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,C,1
321,False,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,S,0
322,False,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,S,0
323,True,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Q,0
324,True,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,S,0
325,False,3,"Sage, Mr. George John Jr",male,25.0,8,2,CA. 2343,69.55,S,0
326,True,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C,1
327,False,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,S,0
328,True,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,S,1
329,True,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,S,0
330,True,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,C,1
331,True,3,"McCoy, Miss. Agnes",female,21.0,2,0,367226,23.25,Q,0
332,False,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,S,1
333,False,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,S,1
334,False,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,S,0
335,True,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,36.0,1,0,PC 17611,133.65,S,0
336,False,3,"Denkoff, Mr. Mitto",male,28.0,0,0,349225,7.8958,S,0
337,False,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,S,1
338,True,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,C,1
339,True,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,S,0
340,False,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,S,1
341,True,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,S,1
342,True,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,S,1
343,False,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,S,0
344,False,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,S,0
345,False,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,S,0
346,True,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,S,1
347,True,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,S,0
348,True,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,21.0,1,0,386525,16.1,S,0
349,True,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,S,0
350,False,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,S,0
351,False,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,S,0
352,False,1,"Williams-Lambert, Mr. Fletcher Fellows",male,40.0,0,0,113510,35.0,S,1
353,False,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,C,0
354,False,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,S,0
355,False,3,"Yousif, Mr. Wazli",male,25.0,0,0,2647,7.225,C,0
356,False,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,S,0
357,True,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,S,1
358,False,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,S,0
359,True,3,"McGovern, Miss. Mary",female,21.0,0,0,330931,7.8792,Q,0
360,True,3,"Mockler, Miss. Helen Mary ""Ellie""",female,21.0,0,0,330980,7.8792,Q,0
361,False,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,S,0
362,False,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,C,0
363,False,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,C,0
364,False,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,0
365,False,3,"O'Brien, Mr. Thomas",male,25.0,1,0,370365,15.5,Q,0
366,False,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,S,0
367,True,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,C,1
368,True,3,"Moussa, Mrs. (Mantoura Boulos)",female,21.0,0,0,2626,7.2292,C,0
369,True,3,"Jermyn, Miss. Annie",female,25.0,0,0,14313,7.75,Q,0
370,True,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,C,1
371,True,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,C,1
372,False,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,S,0
373,False,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,S,0
374,False,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,C,0
375,False,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,S,0
376,True,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,36.0,1,0,PC 17604,82.1708,C,0
377,True,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,S,0
378,False,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C,1
379,False,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,C,0
380,False,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.78,S,0
381,True,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,C,0
382,True,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,C,0
383,False,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,S,0
384,True,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,S,0
385,False,3,"Plotcharsky, Mr. Vasil",male,28.0,0,0,349227,7.8958,S,0
386,False,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,S,0
387,False,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,S,0
388,True,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,S,0
389,False,3,"Sadlier, Mr. Matthew",male,25.0,0,0,367655,7.7292,Q,0
390,True,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,C,0
391,True,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,S,1
392,True,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,S,0
393,False,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,S,0
394,True,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,C,1
395,True,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,S,1
396,False,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,S,0
397,False,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,S,0
398,False,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,S,0
399,False,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,S,0
400,True,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,S,0
401,True,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,S,0
402,False,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,S,0
403,False,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,S,0
404,False,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,S,0
405,False,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,S,0
406,False,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,S,0
407,False,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,0
408,True,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,S,0
409,False,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,S,0
410,False,3,"Lefebre, Miss. Ida",female,21.0,3,1,4133,25.47,S,0
411,False,3,"Sdycoff, Mr. Todor",male,25.0,0,0,349222,7.8958,S,0
412,False,3,"Hart, Mr. Henry",male,25.0,0,0,394140,6.8583,Q,0
413,True,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,Q,1
414,False,2,"Cunningham, Mr. Alfred Fleming",male,30.0,0,0,239853,0.0,S,0
415,True,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,S,0
416,False,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,21.0,0,0,343095,8.05,S,0
417,True,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,S,0
418,True,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,S,0
419,False,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,S,0
420,False,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,S,0
421,False,3,"Gheorgheff, Mr. Stanio",male,25.0,0,0,349254,7.8958,C,0
422,False,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Q,0
423,False,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,0
424,False,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,S,0
425,False,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,S,0
426,False,3,"Wiseman, Mr. Phillippe",male,25.0,0,0,A/4. 34244,7.25,S,0
427,True,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,S,0
428,True,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,0
429,False,3,"Flynn, Mr. James",male,25.0,0,0,364851,7.75,Q,0
430,True,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,1
431,True,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,S,1
432,True,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,21.0,1,0,376564,16.1,S,0
433,True,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,S,0
434,False,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,S,0
435,False,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,S,1
436,True,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,S,1
437,False,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,0
438,True,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,S,0
439,False,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,S,1
440,False,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,S,0
441,True,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,S,0
442,False,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,S,0
443,False,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,S,0
444,True,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,S,0
445,True,3,"Johannesen-Bratthammer, Mr. Bernt",male,25.0,0,0,65306,8.1125,S,0
446,True,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.86,S,1
447,True,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,S,0
448,True,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,S,0
449,True,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,C,0
450,True,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,S,1
451,False,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,S,0
452,False,3,"Hagland, Mr. Ingvald Olai Olsen",male,25.0,1,0,65303,19.9667,S,0
453,False,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C,1
454,True,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C,1
455,False,3,"Peduzzi, Mr. Joseph",male,25.0,0,0,A/5 2817,8.05,S,0
456,True,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,C,0
457,False,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,S,1
458,True,1,"Kenyon, Mrs. Frederick R (Marion)",female,36.0,1,0,17464,51.8625,S,1
459,True,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,S,0
460,False,3,"O'Connor, Mr. Maurice",male,25.0,0,0,371060,7.75,Q,0
461,True,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,S,1
462,False,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,S,0
463,False,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,S,1
464,False,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,S,0
465,False,3,"Maisner, Mr. Simon",male,25.5,0,0,A/S 2816,8.05,S,0
466,False,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,0
467,False,2,"Campbell, Mr. William",male,30.0,0,0,239853,0.0,S,0
468,False,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,S,0
469,False,3,"Scanlan, Mr. James",male,25.0,0,0,36209,7.725,Q,0
470,True,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,C,0
471,False,3,"Keefe, Mr. Arthur",male,25.0,0,0,323592,7.25,S,0
472,False,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,S,0
473,True,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,S,0
474,True,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,C,1
475,False,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,S,0
476,False,1,"Clifford, Mr. George Quincy",male,40.0,0,0,110465,52.0,S,1
477,False,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,S,0
478,False,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,S,0
479,False,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,S,0
480,True,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,S,0
481,False,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,S,0
482,False,2,"Frost, Mr. Anthony Wood ""Archie""",male,30.0,0,0,239854,0.0,S,0
483,False,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,S,0
484,True,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,S,0
485,True,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,C,1
486,False,3,"Lefebre, Miss. Jeannie",female,21.0,3,1,4133,25.4667,S,0
487,True,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,S,1
488,False,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,C,1
489,False,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,S,0
490,True,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,0
491,False,3,"Hagland, Mr. Konrad Mathias Reiersen",male,25.0,1,0,65304,19.9667,S,0
492,False,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,0
493,False,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,S,1
494,False,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,C,0
495,False,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,S,0
496,False,3,"Yousseff, Mr. Gerious",male,25.0,0,0,2627,14.4583,C,0
497,True,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,C,1
498,False,3,"Shellard, Mr. Frederick William",male,25.0,0,0,C.A. 6212,15.1,S,0
499,False,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,S,1
500,False,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,S,0
501,False,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,S,0
502,False,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Q,0
503,False,3,"O'Sullivan, Miss. Bridget Mary",female,21.0,0,0,330909,7.6292,Q,0
504,False,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,S,0
505,True,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,S,1
506,False,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C,1
507,True,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,S,0
508,True,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,40.0,0,0,111427,26.55,S,0
509,False,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,S,0
510,True,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,S,0
511,True,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Q,0
512,False,3,"Webber, Mr. James",male,25.0,0,0,SOTON/OQ 3101316,8.05,S,0
513,True,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,S,1
514,True,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,C,0
515,False,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,S,0
516,False,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,S,1
517,True,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,S,1
518,False,3,"Ryan, Mr. Patrick",male,25.0,0,0,371110,24.15,Q,0
519,True,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,0
520,False,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,S,0
521,True,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,S,1
522,False,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,0
523,False,3,"Lahoud, Mr. Sarkis",male,25.0,0,0,2624,7.225,C,0
524,True,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,C,1
525,False,3,"Kassem, Mr. Fared",male,25.0,0,0,2700,7.2292,C,0
526,False,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Q,0
527,True,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,S,0
528,False,1,"Farthing, Mr. John",male,40.0,0,0,PC 17483,221.7792,S,1
529,False,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,S,0
530,False,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,S,0
531,True,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,S,0
532,False,3,"Toufik, Mr. Nakli",male,25.0,0,0,2641,7.2292,C,0
533,False,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,C,0
534,True,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,21.0,0,2,2668,22.3583,C,0
535,False,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,S,0
536,True,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,S,0
537,False,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,S,1
538,True,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,C,0
539,False,3,"Risien, Mr. Samuel Beard",male,25.0,0,0,364498,14.5,S,0
540,True,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,C,1
541,True,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,S,1
542,False,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,S,0
543,False,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,S,0
544,True,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,S,0
545,False,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C,1
546,False,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,S,0
547,True,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,S,0
548,True,2,"Padro y Manent, Mr. Julian",male,30.0,0,0,SC/PARIS 2146,13.8625,C,0
549,False,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,S,0
550,True,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,S,0
551,True,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C,1
552,False,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,S,0
553,False,3,"O'Brien, Mr. Timothy",male,25.0,0,0,330979,7.8292,Q,0
554,True,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,C,0
555,True,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,S,0
556,False,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,S,0
557,True,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,C,1
558,False,1,"Robbins, Mr. Victor",male,47.5,0,0,PC 17757,227.525,C,0
559,True,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,S,1
560,True,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,S,0
561,False,3,"Morrow, Mr. Thomas Rowan",male,25.0,0,0,372622,7.75,Q,0
562,False,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,S,0
563,False,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,S,0
564,False,3,"Simmons, Mr. John",male,28.0,0,0,SOTON/OQ 392082,8.05,S,0
565,False,3,"Meanwell, Miss. (Marion Ogden)",female,21.0,0,0,SOTON/O.Q. 392087,8.05,S,0
566,False,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,S,0
567,False,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,S,0
568,False,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,S,0
569,False,3,"Doharr, Mr. Tannous",male,25.0,0,0,2686,7.2292,C,0
570,True,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,S,0
571,True,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,S,0
572,True,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,S,1
573,True,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,S,1
574,True,3,"Kelly, Miss. Mary",female,21.0,0,0,14312,7.75,Q,0
575,False,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,S,0
576,False,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,S,0
577,True,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,S,0
578,True,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,S,1
579,False,3,"Caram, Mrs. Joseph (Maria Elias)",female,21.0,1,0,2689,14.4583,C,0
580,True,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,S,0
581,True,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,S,0
582,True,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.88,C,1
583,False,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,S,0
